célia,célia.N+Pr:fs;@SÉ-LÍ-6
vestindo,vestir.V:G;VÊX-@7Ĩ-DU
debelado,debelar.V:K;DÊ-BÊ-@LÁ-DU
dispôs,dispor.V:J3s;8ÍS-@PÔS
confira,conferir.V:S1s;KÕ-@FÍ-Ŕ6
confira,conferir.V:S3s;KÕ-@FÍ-Ŕ6
confira,conferir.V:Y3s;KÕ-@FÍ-Ŕ6
umas,um.A:fp;@Ũ-M6S
umas,um.DET+Art+Ind:;@Ũ-M6S
umas,um.A:fp;@Ũ-M6S
umas,um.DET+Art+Ind:;@Ũ-M6S
vietnã,vietnã.N+Pr:;VÍ-Ê7-@NÃ
distanciar,distanciar.V:W1s;8ÍS-TÃ-SÍ-@ÁH
distanciar,distanciar.V:W3s;8ÍS-TÃ-SÍ-@ÁH
distanciar,distanciar.V:U1s;8ÍS-TÃ-SÍ-@ÁH
distanciar,distanciar.V:U3s;8ÍS-TÃ-SÍ-@ÁH
deixada,deixado.A:fs;DÊY-@XÁ-D6
deixada,deixado.V:K;DÊY-@XÁ-D6
individual,individual.A:ms;Ĩ-8Í-VÍ-DÚ-@ÁW
individual,individual.A:fs;Ĩ-8Í-VÍ-DÚ-@ÁW
individual,individual.A:ms;Ĩ-8Í-VÍ-DÚ-@ÁW
individual,individual.A:fs;Ĩ-8Í-VÍ-DÚ-@ÁW
astronômica,astronômico.A:fs;ÁS-TŔÔ-@NÕ-MÍ-K6
crescesse,crescer.V:T1s;KŔÊ-@SÊ-SI
crescesse,crescer.V:T3s;KŔÊ-@SÊ-SI
criam,crer.V:I3p;@KŔÍ-ÃŴ
criam,crer.V:P3p;@KŔÍ-ÃŴ
racionamento,racionamento.N:ms;HÁ-SÍ-Ô-NÁ-@MẼ-TU
deficitários,deficitário.A:mp;DÊ-FÍ-SÍ-@TÁ-ŔÍ-US
provinciano,provinciano.A:ms;PŔÔ-VĨ-SÍ-@Ã-NU
provinciano,provinciano.N:ms;PŔÔ-VĨ-SÍ-@Ã-NU
perversa,perverso.A:fs;PÊR-@VÉH-S6
despachou,despachar.V:J3s;DÊS-PÁ-@XÔW
pálpebras,pálpebra.N:fp;@PÁW-PÊ-BŔ6S
bicentenário,bicentenário.A:ms;BÍ-SẼ-TÊ-@NÁ-ŔÍ-U
bicentenário,bicentenário.N:ms;BÍ-SẼ-TÊ-@NÁ-ŔÍ-U
amplificadas,amplificar.V:K;Ã-PLÍ-FÍ-@KÁ-D6S
coma,coma.V:S1s;@KÕ-M6
coma,coma.V:S3s;@KÕ-M6
coma,coma.V:Y3s;@KÕ-M6
coma,coma.N:ms;@KÕ-M6
coma,coma.N:fs;@KÕ-M6
estuprador,estuprador.A:ms;ÊS-TÚ-PŔÁ-@DÔH
expectativa,expectativa.N:fs;ÊS-PÊK-TÁ-@7Í-V6
suportava,suportar.V:I1s;SÚ-PÔH-@TÁ-V6
suportava,suportar.V:I3s;SÚ-PÔH-@TÁ-V6
convencido,convencido.A:ms;KÕ-VẼ-@SÍ-DU
convencido,convencido.V:K;KÕ-VẼ-@SÍ-DU
convencido,convencido.N:ms;KÕ-VẼ-@SÍ-DU
benéficos,benéfico.A:mp;BÊ-@NÉ-FÍ-KUS
aluguel,aluguel.N:ms;Á-LÚ-@GÉW
figuração,figuração.N:fs;FÍ-GÚ-ŔÁ-@SÃŴ
processados,processado.A:mp;PŔÔ-SÊ-@SÁ-DUS
processados,processado.V:K;PŔÔ-SÊ-@SÁ-DUS
destas,deste.PREPXPRO+Dem:;@DÉS-T6S
destas,deste.PREPXDET+Dem:;@DÉS-T6S
destas,deste.PREPXPRO+Dem:;@DÉS-T6S
destas,deste.PREPXDET+Dem:;@DÉS-T6S
responsabilizar,responsabilizar.V:W1s;HÊS-PÕ-SÁ-BÍ-LÍ-@ZÁH
responsabilizar,responsabilizar.V:W3s;HÊS-PÕ-SÁ-BÍ-LÍ-@ZÁH
responsabilizar,responsabilizar.V:U1s;HÊS-PÕ-SÁ-BÍ-LÍ-@ZÁH
responsabilizar,responsabilizar.V:U3s;HÊS-PÕ-SÁ-BÍ-LÍ-@ZÁH
iluminação,iluminação.N:fs;Í-LÚ-MÍ-NÁ-@SÃŴ
tratar,tratar.V:W1s;TŔÁ-@TÁH
tratar,tratar.V:W3s;TŔÁ-@TÁH
tratar,tratar.V:U1s;TŔÁ-@TÁH
tratar,tratar.V:U3s;TŔÁ-@TÁH
secundariamente,secundariamente.ADV:;SÊ-KŨ-DÁ-ŔÍ-Á-@MẼ-7I
horizontes,horizonte.V:S2s;Ô-ŔÍ-@ZÕ-7IS
horizontes,horizonte.N:mp;Ô-ŔÍ-@ZÕ-7IS
chocam,chocar.V:P3p;@XÓ-KÃŴ
econômicas,econômico.A:fp;Ê-KÔ-@NÕ-MÍ-K6S
econômicas,econômico.A:fp;Ê-KÔ-@NÕ-MÍ-K6S
pretender,pretender.V:W1s;PŔÊ-TẼ-@DÊH
pretender,pretender.V:W3s;PŔÊ-TẼ-@DÊH
pretender,pretender.V:U1s;PŔÊ-TẼ-@DÊH
pretender,pretender.V:U3s;PŔÊ-TẼ-@DÊH
passarela,passarela.N:fs;PÁ-SÁ-@ŔÉ-L6
aprendem,aprender.V:P3p;Á-@PŔẼ-DẼỸ
tijuca,tijuco.N:fs;7Í-@JÚ-K6
público,público.A:ms;@PÚ-BLÍ-KU
público,público.N:ms;@PÚ-BLÍ-KU
público,público.A:ms;@PÚ-BLÍ-KU
público,público.N:ms;@PÚ-BLÍ-KU
público,público.A:ms;@PÚ-BLÍ-KU
público,público.N:ms;@PÚ-BLÍ-KU
dezembro,dezembro.N:ms;DÊ-@ZẼ-BŔU
volumes,volume.V:S2s;VÔ-@LŨ-MIS
volumes,volume.N:mp;VÔ-@LŨ-MIS
anatomia,anatomia.N:fs;Á-NÁ-TÔ-@MÍ-6
oitava,oitavo.DET+Num:;ÔY-@TÁ-V6
oitava,oitavo.V:P3s;ÔY-@TÁ-V6
oitava,oitavo.V:Y2s;ÔY-@TÁ-V6
oitava,oitavo.N:fs;ÔY-@TÁ-V6
reescrever,reescrever.V:W1s;HÊ-ÊS-KŔÊ-@VÊH
reescrever,reescrever.V:W3s;HÊ-ÊS-KŔÊ-@VÊH
reescrever,reescrever.V:U1s;HÊ-ÊS-KŔÊ-@VÊH
reescrever,reescrever.V:U3s;HÊ-ÊS-KŔÊ-@VÊH
concentre,concentrar.V:S1s;KÕ-@SẼ-TŔI
concentre,concentrar.V:S3s;KÕ-@SẼ-TŔI
concentre,concentrar.V:Y3s;KÕ-@SẼ-TŔI
lavra,lavra.V:P3s;@LÁ-VŔ6
lavra,lavra.V:Y2s;@LÁ-VŔ6
lavra,lavra.N:fs;@LÁ-VŔ6
toscana,toscano.A:fs;TÔS-@KÃ-N6
toscana,toscano.N:fs;TÔS-@KÃ-N6
estônia,estônia.N+Pr:;ÊS-@TÕ-NÍ-6
deixem,deixar.V:S3p;@DÊY-XẼỸ
deixem,deixar.V:Y3p;@DÊY-XẼỸ
deixem,deixar.V:S3p;@DÊY-XẼỸ
deixem,deixar.V:Y3p;@DÊY-XẼỸ
convenção,convenção.N:fs;KÕ-VẼ-@SÃŴ
britânica,britânico.A:fs;BŔÍ-@TÃ-NÍ-K6
britânica,britânico.N:fs;BŔÍ-@TÃ-NÍ-K6
britânica,britânico.A:fs;BŔÍ-@TÃ-NÍ-K6
britânica,britânico.N:fs;BŔÍ-@TÃ-NÍ-K6
variados,variar.V:K;VÁ-ŔÍ-@Á-DUS
ajudariam,ajudar.V:C3p;Á-JÚ-DÁ-@ŔÍ-ÃŴ
roberval,roberval.N+Pr:;HÔ-BÊR-@VÁW
melão,melão.N:ms;MÊ-@LÃŴ
sepultar,sepultar.V:W1s;SÊ-PÚW-@TÁH
sepultar,sepultar.V:W3s;SÊ-PÚW-@TÁH
sepultar,sepultar.V:U1s;SÊ-PÚW-@TÁH
sepultar,sepultar.V:U3s;SÊ-PÚW-@TÁH
quarteto,quarteto.N:ms;KWÁH-@TÊ-TU
balanceado,balancear.V:K;BÁ-LÃ-SÊ-@Á-DU
aumentada,aumentado.A:fs;ÁW-MẼ-@TÁ-D6
aumentada,aumentado.V:K;ÁW-MẼ-@TÁ-D6
quinta,quinto.DET+Num:;@KĨ-T6
quinta,quinto.V:P3s;@KĨ-T6
quinta,quinto.V:Y2s;@KĨ-T6
quinta,quinto.N:fs;@KĨ-T6
quinta,quinto.DET+Num:;@KĨ-T6
quinta,quinto.V:P3s;@KĨ-T6
quinta,quinto.V:Y2s;@KĨ-T6
quinta,quinto.N:fs;@KĨ-T6
alívio,alívio.N:ms;Á-@LÍ-VÍ-U
deficiências,deficiência.N:fp;DÊ-FÍ-SÍ-@Ẽ-SÍ-6S
transparência,transparência.N:fs;TŔÃS-PÁ-@ŔẼ-SÍ-6
curitiba,curitiba.N+Pr:;KÚ-ŔÍ-@7Í-B6
graciosa,gracioso.A:fs;GŔÁ-SÍ-@Ó-Z6
graciosa,gracioso.N:fs;GŔÁ-SÍ-@Ó-Z6
valorizadas,valorizar.V:K;VÁ-LÔ-ŔÍ-@ZÁ-D6S
fanático,fanático.A:ms;FÁ-@NÁ-7Í-KU
fanático,fanático.N:ms;FÁ-@NÁ-7Í-KU
fanático,fanático.A:ms;FÁ-@NÁ-7Í-KU
fanático,fanático.N:ms;FÁ-@NÁ-7Í-KU
domicílio,domicílio.N:ms;DÔ-MÍ-@SÍ-LÍ-U
retiram,retirar.V:P3p;HÊ-@7Í-ŔÃŴ
adestramento,adestramento.N:ms;Á-DÊS-TŔÁ-@MẼ-TU
identifico,identificar.V:P1s;Í-DẼ-7Í-@FÍ-KU
beliscão,beliscão.N:ms;BÊ-LÍS-@KÃŴ
destemido,destemido.A:ms;DÊS-TÊ-@MÍ-DU
destemido,destemido.V:K;DÊS-TÊ-@MÍ-DU
fizemos,fazer.V:J1p;FÍ-@ZẼ-MUS
acostumados,acostumado.A:mp;Á-KÔS-TÚ-@MÁ-DUS
acostumados,acostumado.V:K;Á-KÔS-TÚ-@MÁ-DUS
xícara,xícara.N:fs;@XÍ-KÁ-Ŕ6
racionalismo,racionalismo.N:ms;HÁ-SÍ-Ô-NÁ-@LÍZ-MU
ombros,ombro.N:mp;@Õ-BŔUS
pedestal,pedestal.N:ms;PÊ-DÊS-@TÁW
funai,funai.ABREV:;FÚ-@NÁY
henrique,henrique.N+Pr:;Ẽ-@HÍ-KI
votei,votar.V:J1s;VÔ-@TÊY
aprovadas,aprovado.A:fp;Á-PŔÔ-@VÁ-D6S
aprovadas,aprovado.V:K;Á-PŔÔ-@VÁ-D6S
autogestão,autogestão.A:fs;ÁW-TÔ-JÊS-@TÃŴ
autogestão,autogestão.N:fs;ÁW-TÔ-JÊS-@TÃŴ
satisfazer,satisfazer.V:W1s;SÁ-7ÍS-FÁ-@ZÊH
satisfazer,satisfazer.V:W3s;SÁ-7ÍS-FÁ-@ZÊH
vierem,vir.V:U3p;VÍ-@É-ŔẼỸ
vierem,vir.V:U3p;VÍ-@É-ŔẼỸ
associados,associado.A:mp;Á-SÔ-SÍ-@Á-DUS
associados,associado.V:K;Á-SÔ-SÍ-@Á-DUS
associados,associado.N:mp;Á-SÔ-SÍ-@Á-DUS
associados,associado.A:mp;Á-SÔ-SÍ-@Á-DUS
associados,associado.V:K;Á-SÔ-SÍ-@Á-DUS
associados,associado.N:mp;Á-SÔ-SÍ-@Á-DUS
associados,associado.A:mp;Á-SÔ-SÍ-@Á-DUS
associados,associado.V:K;Á-SÔ-SÍ-@Á-DUS
associados,associado.N:mp;Á-SÔ-SÍ-@Á-DUS
localizada,localizar.V:K;LÔ-KÁ-LÍ-@ZÁ-D6
semente,semente.V:S1s;SÊ-@MẼ-7I
semente,semente.V:S3s;SÊ-@MẼ-7I
semente,semente.V:Y3s;SÊ-@MẼ-7I
semente,semente.N:fs;SÊ-@MẼ-7I
bêbada,bêbado.A:fs;@BÊ-BÁ-D6
bêbada,bêbado.N:fs;@BÊ-BÁ-D6
praga,praga.N:fs;@PŔÁ-G6
praga,praga.N+Pr:;@PŔÁ-G6
contracena,contracenar.V:P3s;KÕ-TŔÁ-@SẼ-N6
contracena,contracenar.V:Y2s;KÕ-TŔÁ-@SẼ-N6
artístico,artístico.A:ms;ÁH-@TÍX-7Í-KU
artístico,artístico.A:ms;ÁH-@TÍX-7Í-KU
secadores,secador.A:mp;SÊ-KÁ-@DÔ-ŔIS
secadores,secador.N:mp;SÊ-KÁ-@DÔ-ŔIS
escocesa,escocês.A:fs;ÊS-KÔ-@SÊ-Z6
escocesa,escocês.N:fs;ÊS-KÔ-@SÊ-Z6
contribuintes,contribuinte.A:mp;KÕ-TŔÍ-BÚ-@Ĩ-7IS
contribuintes,contribuinte.A:fp;KÕ-TŔÍ-BÚ-@Ĩ-7IS
contribuintes,contribuinte.N:mp;KÕ-TŔÍ-BÚ-@Ĩ-7IS
contribuintes,contribuinte.N:fp;KÕ-TŔÍ-BÚ-@Ĩ-7IS
homossexualidade,homossexualidade.N:fs;Ô-MÔ-SÊ-QÚ-Á-LÍ-@DÁ-8I
permanência,permanência.N:fs;PÊR-MÁ-@NẼ-SÍ-6
coisinha,coisa.N:fs;KÔY-@ZĨ-Ñ6
interativa,interativo.A:fs;Ĩ-TÊ-ŔÁ-@7Í-V6
interativa,interativo.A:fs;Ĩ-TÊ-ŔÁ-@7Í-V6
entregarem,entregar.V:W3p;Ẽ-TŔÊ-@GÁ-ŔẼỸ
entregarem,entregar.V:U3p;Ẽ-TŔÊ-@GÁ-ŔẼỸ
indireto,indireto.A:ms;Ĩ-8Í-@ŔÉ-TU
revelaria,revelar.V:C1s;HÊ-VÊ-LÁ-@ŔÍ-6
revelaria,revelar.V:C3s;HÊ-VÊ-LÁ-@ŔÍ-6
revisor,revisor.A:ms;HÊ-VÍ-@ZÔH
revisor,revisor.N:ms;HÊ-VÍ-@ZÔH
revisor,revisor.A:ms;HÊ-VÍ-@ZÔH
revisor,revisor.N:ms;HÊ-VÍ-@ZÔH
deputados,deputado.A:mp;DÊ-PÚ-@TÁ-DUS
deputados,deputado.V:K;DÊ-PÚ-@TÁ-DUS
deputados,deputado.N:mp;DÊ-PÚ-@TÁ-DUS
orelhas,orelha.V:P2s;Ô-@ŔÊ-Ĺ6S
orelhas,orelha.N:fp;Ô-@ŔÊ-Ĺ6S
cumulativo,cumulativo.A:ms;KÚ-MÚ-LÁ-@7Í-VU
controlando,controlar.V:G;KÕ-TŔÔ-@LÃ-DU
dão,dar.V:P3p;@DÃŴ
dão,dar.V:P3p;@DÃŴ
tributados,tributar.V:K;TŔÍ-BÚ-@TÁ-DUS
resumidos,resumido.A:mp;HÊ-ZÚ-@MÍ-DUS
resumidos,resumido.V:K;HÊ-ZÚ-@MÍ-DUS
pondo,pôr.V:G;@PÕ-DU
selecionado,selecionar.V:K;SÊ-LÊ-SÍ-Ô-@NÁ-DU
selecionado,selecionar.V:K;SÊ-LÊ-SÍ-Ô-@NÁ-DU
tabelou,tabelar.V:J3s;TÁ-BÊ-@LÔW
prorrogada,prorrogar.V:K;PŔÔ-HÔ-@GÁ-D6
alertado,alertar.V:K;Á-LÊH-@TÁ-DU
higienópolis,higienópolis.N+Pr:;Í-JÍ-Ê-@NÓ-PÔ-LIS
ferrovias,ferrovia.N:fp;FÊ-HÔ-@VÍ-6S
repetitiva,repetitivo.A:fs;HÊ-PÊ-7Í-@7Í-V6
enéas,enéas.N+Pr:;Ê-@NÉ-6S
campeões,campeão.A:mp;KÃ-PÍ-@ÕỸS
campeões,campeão.N:mp;KÃ-PÍ-@ÕỸS
campeões,campeão.A:mp;KÃ-PÍ-@ÕỸS
campeões,campeão.N:mp;KÃ-PÍ-@ÕỸS
transação,transação.N:fs;TŔÃ-ZÁ-@SÃŴ
estudaram,estudar.V:J3p;ÊS-TÚ-@DÁ-ŔÃŴ
estudaram,estudar.V:Q3p;ÊS-TÚ-@DÁ-ŔÃŴ
leme,leme.N:ms;@LẼ-MI
leme,leme.N+Pr:;@LẼ-MI
poderão,poder.V:F3p;PÔ-DÊ-@ŔÃŴ
poderão,poder.V:F3p;PÔ-DÊ-@ŔÃŴ
conjuntura,conjuntura.N:fs;KÕ-JŨ-@TÚ-Ŕ6
pecuaristas,pecuarista.N:mp;PÊ-KÚ-Á-@ŔÍS-T6S
pecuaristas,pecuarista.N:fp;PÊ-KÚ-Á-@ŔÍS-T6S
descobriu,descobrir.V:J3s;DÊS-KÔ-@BŔÍW
liberações,liberação.N:fp;LÍ-BÊ-ŔÁ-@SÕỸS
acabavam,acabar.V:I3p;Á-KÁ-@BÁ-VÃŴ
exterior,exterior.A:ms;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.A:fs;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.N:ms;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.N:fs;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.A:ms;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.A:fs;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.N:ms;ÊS-TÊ-ŔÍ-@ÔH
exterior,exterior.N:fs;ÊS-TÊ-ŔÍ-@ÔH
cais,cais.V:P2s;@KÁYS
cais,cais.N:ms;@KÁYS
cais,cais.N:mp;@KÁYS
cais,cais.N:fp;@KÁYS
certamente,certamente.ADV:;SÉH-TÁ-@MẼ-7I
cedeu,ceder.V:J3s;SÊ-@DÊW
martini,martini.N+Pr:;MÁH-7Í-@NÍ
maniqueísta,maniqueísta.A:ms;MÁ-NÍ-KÊ-@ÍS-T6
maniqueísta,maniqueísta.A:fs;MÁ-NÍ-KÊ-@ÍS-T6
maniqueísta,maniqueísta.N:ms;MÁ-NÍ-KÊ-@ÍS-T6
maniqueísta,maniqueísta.N:fs;MÁ-NÍ-KÊ-@ÍS-T6
criminosas,criminoso.A:fp;KŔÍ-MÍ-@NÓ-Z6S
criminosas,criminoso.N:fp;KŔÍ-MÍ-@NÓ-Z6S
filão,filão.N:ms;FÍ-@LÃŴ
agrupam,agrupar.V:P3p;Á-@GŔÚ-PÃŴ
lusa,luso.A:fs;@LÚ-Z6
lusa,luso.N:fs;@LÚ-Z6
cereja,cereja.A:ms;SÊ-@ŔÊ-J6
cereja,cereja.A:mp;SÊ-@ŔÊ-J6
cereja,cereja.A:fs;SÊ-@ŔÊ-J6
cereja,cereja.A:fp;SÊ-@ŔÊ-J6
cereja,cereja.N:fs;SÊ-@ŔÊ-J6
cereja,cereja.A:ms;SÊ-@ŔÊ-J6
cereja,cereja.A:mp;SÊ-@ŔÊ-J6
cereja,cereja.A:fs;SÊ-@ŔÊ-J6
cereja,cereja.A:fp;SÊ-@ŔÊ-J6
cereja,cereja.N:fs;SÊ-@ŔÊ-J6
regado,regado.A:ms;HÊ-@GÁ-DU
regado,regado.V:K;HÊ-@GÁ-DU
regado,regado.N:ms;HÊ-@GÁ-DU
vandré,vandré.N+Pr:;VÃ-@DŔÉ
pato,pato.N:ms;@PÁ-TU
usarei,usar.V:F1s;Ú-ZÁ-@ŔÊY
eliminados,eliminar.V:K;Ê-LÍ-MÍ-@NÁ-DUS
visa,visar.V:P3s;@VÍ-Z6
visa,visar.V:Y2s;@VÍ-Z6
visa,visar.V:P3s;@VÍ-Z6
visa,visar.V:Y2s;@VÍ-Z6
visa,visar.V:P3s;@VÍ-Z6
visa,visar.V:Y2s;@VÍ-Z6
daquelas,daquele.PREPXPRO+Dem:;DÁ-@KÉ-L6S
daquelas,daquele.PREPXDET+Dem:;DÁ-@KÉ-L6S
daquelas,daquele.PREPXPRO+Dem:;DÁ-@KÉ-L6S
daquelas,daquele.PREPXDET+Dem:;DÁ-@KÉ-L6S
deslocam,deslocar.V:P3p;DÊZ-@LÓ-KÃŴ
consolidou,consolidar.V:J3s;KÕ-SÔ-LÍ-@DÔW
legendas,legenda.V:P2s;LÊ-@GẼ-D6S
legendas,legenda.N:fp;LÊ-@GẼ-D6S
ordeiro,ordeiro.A:ms;ÔR-@DÊY-ŔU
escrevi,escrever.V:J1s;ÊS-KŔÊ-@VÍ
orar,orar.V:W1s;Ô-@ŔÁH
orar,orar.V:W3s;Ô-@ŔÁH
orar,orar.V:U1s;Ô-@ŔÁH
orar,orar.V:U3s;Ô-@ŔÁH
primazia,primazia.N:fs;PŔÍ-MÁ-@ZÍ-6
manchado,manchado.A:ms;MÃ-@XÁ-DU
manchado,manchado.V:K;MÃ-@XÁ-DU
aprendiz,aprendiz.N:ms;Á-PŔẼ-@8ÍZ
independentemente,independentemente.ADV:;Ĩ-DÊ-PẼ-DẼ-7Í-@MẼ-7I
devoram,devorar.V:P3p;DÊ-@VÓ-ŔÃŴ
estético,estético.A:ms;ÊS-@TÉ-7Í-KU
estético,estético.N:ms;ÊS-@TÉ-7Í-KU
estético,estético.A:ms;ÊS-@TÉ-7Í-KU
estético,estético.N:ms;ÊS-@TÉ-7Í-KU
doutrinário,doutrinário.A:ms;DÔW-TŔÍ-@NÁ-ŔÍ-U
doutrinário,doutrinário.N:ms;DÔW-TŔÍ-@NÁ-ŔÍ-U
quantificação,quantificação.N:fs;KWÃ-7Í-FÍ-KÁ-@SÃŴ
lusitano,lusitano.A:ms;LÚ-ZÍ-@TÃ-NU
lusitano,lusitano.N:ms;LÚ-ZÍ-@TÃ-NU
lusitano,lusitano.A:ms;LÚ-ZÍ-@TÃ-NU
lusitano,lusitano.N:ms;LÚ-ZÍ-@TÃ-NU
garras,garra.A:fp;@GÁ-H6S
garras,garra.V:P2s;@GÁ-H6S
garras,garra.V:S2s;@GÁ-H6S
garras,garra.N:fp;@GÁ-H6S
objetivando,objetivar.V:G;ÔB-JÊ-7Í-@VÃ-DU
impetrado,impetrar.V:K;Ĩ-PÊ-@TŔÁ-DU
diriam,dizer.V:C3p;8Í-@ŔÍ-ÃŴ
transcrição,transcrição.N:fs;TŔÃS-KŔÍ-@SÃŴ
comentava,comentar.V:I1s;KÔ-MẼ-@TÁ-V6
comentava,comentar.V:I3s;KÔ-MẼ-@TÁ-V6
visitas,visita.V:P2s;VÍ-@ZÍ-T6S
visitas,visita.N:fp;VÍ-@ZÍ-T6S
rejeitam,rejeitar.V:P3p;HÊ-@JÊY-TÃŴ
imperialismo,imperialismo.N:ms;Ĩ-PÊ-ŔÍ-Á-@LÍZ-MU
incomodando,incomodar.V:G;Ĩ-KÔ-MÔ-@DÃ-DU
petiscos,petisco.N:mp;PÊ-@7ÍS-KUS
estilos,estilo.N:mp;ÊX-@7Í-LUS
conciliam,conciliar.V:P3p;KÕ-SÍ-@LÍ-ÃŴ
analgésico,analgésico.A:ms;Á-NÁW-@JÉ-ZÍ-KU
analgésico,analgésico.N:ms;Á-NÁW-@JÉ-ZÍ-KU
analgésico,analgésico.A:ms;Á-NÁW-@JÉ-ZÍ-KU
analgésico,analgésico.N:ms;Á-NÁW-@JÉ-ZÍ-KU
aterrissagem,aterrissagem.N:fs;Á-TÊ-HÍ-@SÁ-JẼỸ
costumamos,costumar.V:P1p;KÔS-TÚ-@MÃ-MUS
costumamos,costumar.V:J1p;KÔS-TÚ-@MÃ-MUS
costumamos,costumar.V:P1p;KÔS-TÚ-@MÃ-MUS
costumamos,costumar.V:J1p;KÔS-TÚ-@MÃ-MUS
surtirá,surtir.V:F3s;SÚH-7Í-@ŔÁ
somados,somar.V:K;SÔ-@MÁ-DUS
ativos,ativo.A:mp;Á-@7Í-VUS
ativos,ativo.N:mp;Á-@7Í-VUS
ativos,ativo.A:mp;Á-@7Í-VUS
ativos,ativo.N:mp;Á-@7Í-VUS
padroeira,padroeiro.A:fs;PÁ-DŔÔ-@ÊY-Ŕ6
padroeira,padroeiro.N:fs;PÁ-DŔÔ-@ÊY-Ŕ6
padroeira,padroeiro.A:fs;PÁ-DŔÔ-@ÊY-Ŕ6
padroeira,padroeiro.N:fs;PÁ-DŔÔ-@ÊY-Ŕ6
vestuário,vestuário.N:ms;VÊS-TÚ-@Á-ŔÍ-U
jane,jane.N+Pr:;@JÃ-NI
deparamos,deparar.V:P1p;DÊ-PÁ-@ŔÃ-MUS
deparamos,deparar.V:J1p;DÊ-PÁ-@ŔÃ-MUS
estendido,estendido.A:ms;ÊS-TẼ-@8Í-DU
estendido,estendido.V:K;ÊS-TẼ-@8Í-DU
estendido,estendido.N:ms;ÊS-TẼ-@8Í-DU
jejum,jejum.N:ms;JÊ-@JŨ
destinar,destinar.V:W1s;DÊX-7Í-@NÁH
destinar,destinar.V:W3s;DÊX-7Í-@NÁH
destinar,destinar.V:U1s;DÊX-7Í-@NÁH
destinar,destinar.V:U3s;DÊX-7Í-@NÁH
prosseguiam,prosseguir.V:I3p;PŔÔ-SÊ-@GÍ-ÃŴ
pentágono,pentágono.N:ms;PẼ-@TÁ-GÔ-NU
compactado,compactar.V:K;KÕ-PÁK-@TÁ-DU
isentando,isentar.V:G;Í-ZẼ-@TÃ-DU
compensar,compensar.V:W1s;KÕ-PẼ-@SÁH
compensar,compensar.V:W3s;KÕ-PẼ-@SÁH
compensar,compensar.V:U1s;KÕ-PẼ-@SÁH
compensar,compensar.V:U3s;KÕ-PẼ-@SÁH
perda,perda.N:fs;@PÊR-D6
reencontrou,reencontrar.V:J3s;HÊ-Ẽ-KÕ-@TŔÔW
esquadrões,esquadrão.N:mp;ÊS-KWÁ-@DŔÕỸS
reprimidas,reprimir.V:K;HÊ-PŔÍ-@MÍ-D6S
promoveu,promover.V:J3s;PŔÔ-MÔ-@VÊW
raquítico,raquítico.A:ms;HÁ-@KÍ-7Í-KU
raquítico,raquítico.N:ms;HÁ-@KÍ-7Í-KU
praticavam,praticar.V:I3p;PŔÁ-7Í-@KÁ-VÃŴ
recipientes,recipiente.A:mp;HÊ-SÍ-PÍ-@Ẽ-7IS
recipientes,recipiente.A:fp;HÊ-SÍ-PÍ-@Ẽ-7IS
recipientes,recipiente.N:mp;HÊ-SÍ-PÍ-@Ẽ-7IS
recipientes,recipiente.N:fp;HÊ-SÍ-PÍ-@Ẽ-7IS
mistérios,mistério.N:mp;MÍS-@TÉ-ŔÍ-US
ceará,ceará.V:F3s;SÊ-Á-@ŔÁ
ceará,ceará.N+Pr:;SÊ-Á-@ŔÁ
estendida,estendido.A:fs;ÊS-TẼ-@8Í-D6
estendida,estendido.V:K;ÊS-TẼ-@8Í-D6
estendida,estendido.N:fs;ÊS-TẼ-@8Í-D6
regressivo,regressivo.A:ms;HÊ-GŔÊ-@SÍ-VU
minuto,minuto.V:P1s;MÍ-@NÚ-TU
minuto,minuto.N:ms;MÍ-@NÚ-TU
mato,mato.V:P1s;@MÁ-TU
mato,mato.N:ms;@MÁ-TU
mato,mato.V:P1s;@MÁ-TU
mato,mato.N:ms;@MÁ-TU
atingidas,atingido.A:fp;Á-7Ĩ-@JÍ-D6S
atingidas,atingido.V:K;Á-7Ĩ-@JÍ-D6S
atingidas,atingido.A:fp;Á-7Ĩ-@JÍ-D6S
atingidas,atingido.V:K;Á-7Ĩ-@JÍ-D6S
antológica,antológico.A:fs;Ã-TÔ-@LÓ-JÍ-K6
desertificação,desertificação.N:fs;DÊ-ZÊH-7Í-FÍ-KÁ-@SÃŴ
saída,saído.A:fs;SÁ-@Í-D6
saída,saído.V:K;SÁ-@Í-D6
saída,saído.N:fs;SÁ-@Í-D6
saída,saído.A:fs;SÁ-@Í-D6
saída,saído.V:K;SÁ-@Í-D6
saída,saído.N:fs;SÁ-@Í-D6
brancos,branco.A:mp;@BŔÃ-KUS
brancos,branco.N:mp;@BŔÃ-KUS
brancos,branco.A:mp;@BŔÃ-KUS
brancos,branco.N:mp;@BŔÃ-KUS
operários,operário.A:mp;Ô-PÊ-@ŔÁ-ŔÍ-US
operários,operário.N:mp;Ô-PÊ-@ŔÁ-ŔÍ-US
